topic_id,topic_name,unit,items_count,question_count,difficulty_mix,calculator_marked,status,notes
U2.1.2,Newton's Second Law F=ma,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 2 existing subtopic
U2.1.3,Newton's Third Law,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 2 existing subtopic
U2.2.1,Free body diagrams and force identification,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 2 existing subtopic
U2.2.2,Tension and connected objects,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 2 existing subtopic
U2.2.3,Inclined plane analysis,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 2 existing subtopic
U2.3.1,Static friction,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 2 existing subtopic
U2.3.2,Kinetic friction,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 2 existing subtopic
U2.3.3,Friction on inclined planes,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 2 existing subtopic
U2.4.1,系统、内力与外力,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 1 gap-fill CED 2.1.1
U2.4.2,质量与重量,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 1 gap-fill CED 2.1.2
U2.4.3,力的分类与叠加,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 1 gap-fill CED 2.1.3
U2.4.4,地表重力与万有引力定律,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 1 gap-fill CED 2.2.1
U2.4.5,重力场与重力加速度,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 1 gap-fill CED 2.2.2
U2.4.6,支持力的本质与计算,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 1 gap-fill CED 2.3.1
U2.4.7,支持力与视重,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 1 gap-fill CED 2.3.2
U2.4.8,胡克定律与弹簧力,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 1 gap-fill CED 2.5.1
U2.4.9,弹簧的串联与并联,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 1 gap-fill CED 2.5.2
U2.4.10,连接体与阿特伍德机,U2,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 1 gap-fill CED 2.7.4
U3.1.1,匀速圆周运动的基本描述,U3,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 2 CED 3.1.1
U3.1.2,角量与线量的关系,U3,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 2 CED 3.1.2
U3.2.1,向心加速度,U3,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 2 CED 3.2.1
U3.2.2,向心力（合外力提供）,U3,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 2 CED 3.2.2
U3.3.1,水平面圆周运动（圆锥摆、弯道）,U3,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 2 CED 3.3.1
U3.3.2,竖直面圆周运动（绳/杆模型）,U3,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 2 CED 3.3.2
U3.4.1,引力场与轨道速度,U3,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 2 CED 3.4.1
U3.4.2,开普勒第三定律,U3,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 2 CED 3.4.2
U3.5.1,逃逸速度,U3,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 2 CED 3.5.1
U3.5.2,轨道能量与束缚态,U3,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 2 CED 3.5.2
U4.1.1,系统与能量守恒,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 3 CED 4.1.1
U4.1.2,能量转化与能量柱状图,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 3 CED 4.1.2
U4.2.1,平动动能的定义与计算,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 3 CED 4.2.1
U4.2.2,动能与动量的关系,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 3 CED 4.2.2
U4.3.1,重力势能（近地表）,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 3 CED 4.3.1
U4.3.2,万有引力势能（一般形式）,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 3 CED 4.3.2
U4.4.1,机械能守恒条件,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 3 CED 4.4.1
U4.4.2,含非保守力的能量方法,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 3 CED 4.4.2
U4.5.1,功的定义与计算,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 3 CED 4.5.1
U4.5.2,变力做功与F-x图像,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 3 CED 4.5.2
U4.6.1,平均功率与瞬时功率,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 4 CED 4.6.1
U4.6.2,功率与效率,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 4 CED 4.6.2
U4.7.1,多物体系统的能量守恒,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 4 CED 4.7.1
U4.7.2,能量与动量的综合应用,U4,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 4 CED 4.7.2
U5.1.1,动量的定义与计算,U5,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 4 CED 5.1.1
U5.1.2,冲量与动量定理,U5,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 4 CED 5.1.2
U5.2.1,一维动量变化,U5,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 4 CED 5.2.1
U5.2.2,二维动量变化,U5,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 4 CED 5.2.2
U5.3.1,动量守恒条件与应用,U5,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 4 CED 5.3.1
U5.4.1,封闭系统与开放系统的定义与区别,U5,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 5 CED 5.4.1
U5.4.2,系统动量变化与外力冲量的关系,U5,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 5 CED 5.4.2
U5.5.1,弹性碰撞与非弹性碰撞的判断,U5,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 5 CED 5.5.1
U5.5.2,完全非弹性碰撞的计算,U5,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 5 CED 5.5.2
U6.1.1,简谐运动的基本特征与条件,U6,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 5 CED 6.1.1
U6.1.2,振幅、周期、频率的定义与关系,U6,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 5 CED 6.1.2
U6.2.1,单摆的回复力与简谐近似,U6,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 5 CED 6.2.1
U6.2.2,单摆周期公式与影响因素,U6,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 5 CED 6.2.2
U6.3.1,弹簧振子的回复力与运动方程,U6,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 5 CED 6.3.1
U6.3.2,弹簧振子周期公式与影响因素,U6,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 5 CED 6.3.2
U6.4.1,简谐运动的能量转化与守恒,U6,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 5 CED 6.4.1
U6.4.2,SHM 中速度与位置的关系,U6,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 5 CED 6.4.2
U7.1.1,转动变量的平移类比,U7,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 6 CED 7.1.1
U7.1.2,角位移、角速度、角加速度的定义与关系,U7,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 6 CED 7.1.2
U7.2.1,转动匀加速运动学方程,U7,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 6 CED 7.2.1
U7.2.2,转动运动学与平移运动学的关系（纯滚动）,U7,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 6 CED 7.2.2
U7.3.1,力矩的定义与计算,U7,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 6 CED 7.3.1
U7.3.2,合力矩与转动方向,U7,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 6 CED 7.3.2
U7.4.1,转动牛顿第二定律（τ_net = Iα）,U7,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 6 CED 7.4.1
U7.4.2,转动惯量的概念与计算,U7,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 6 CED 7.4.2
U7.5.1,角动量的定义（L = Iω）,U7,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 6 CED 7.5.1
U7.5.2,角动量守恒定律,U7,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 6 CED 7.5.2
U7.6.1,转动动能（KE_rot = ½Iω²）,U7,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 6 CED 7.6.1
U7.6.2,含转动系统的能量守恒（纯滚动/滑轮）,U7,3,3,F:1|S:1|C:1,no,submitted_for_review,Batch 6 CED 7.6.2
