subject_slug,subject_name,subject_code,topic_id,topic_name,domain,q_type,question_count,difficulty_mix,qa_file,status,review_state,layer
igcse-economics-0455,Economics,0455,1.3,,,question-level,1,Standard,qa-question-level/1-3-opportunity-cost-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,1.3,,,question-level,1,Standard,qa-question-level/1-3-opportunity-cost-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,1.3,,,question-level,1,Challenge,qa-question-level/1-3-opportunity-cost-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,1.3,,,question-level,1,Challenge,qa-question-level/1-3-opportunity-cost-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,1.3,,,question-level,1,Challenge,qa-question-level/1-3-opportunity-cost-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,1.4,,,question-level,1,Foundation,qa-question-level/1-4-production-possibility-frontier-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,1.4,,,question-level,1,Foundation,qa-question-level/1-4-production-possibility-frontier-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,1.4,,,question-level,1,Standard,qa-question-level/1-4-production-possibility-frontier-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,1.4,,,question-level,1,Standard,qa-question-level/1-4-production-possibility-frontier-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,1.4,,,question-level,1,Standard,qa-question-level/1-4-production-possibility-frontier-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,1.4,,,question-level,1,Standard,qa-question-level/1-4-production-possibility-frontier-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,1.4,,,question-level,1,Challenge,qa-question-level/1-4-production-possibility-frontier-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,1.4,,,question-level,1,Challenge,qa-question-level/1-4-production-possibility-frontier-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,1.4,,,question-level,1,Challenge,qa-question-level/1-4-production-possibility-frontier-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.1,"Market, command, and mixed economies",,question-level,1,Foundation,qa-question-level/2-1-market-command-and-mixed-economies-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.1,"Market, command, and mixed economies",,question-level,1,Foundation,qa-question-level/2-1-market-command-and-mixed-economies-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.1,"Market, command, and mixed economies",,question-level,1,Standard,qa-question-level/2-1-market-command-and-mixed-economies-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.1,"Market, command, and mixed economies",,question-level,1,Standard,qa-question-level/2-1-market-command-and-mixed-economies-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.1,"Market, command, and mixed economies",,question-level,1,Standard,qa-question-level/2-1-market-command-and-mixed-economies-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.1,"Market, command, and mixed economies",,question-level,1,Standard,qa-question-level/2-1-market-command-and-mixed-economies-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.1,"Market, command, and mixed economies",,question-level,1,Challenge,qa-question-level/2-1-market-command-and-mixed-economies-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.1,"Market, command, and mixed economies",,question-level,1,Challenge,qa-question-level/2-1-market-command-and-mixed-economies-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.1,"Market, command, and mixed economies",,question-level,1,Challenge,qa-question-level/2-1-market-command-and-mixed-economies-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.2,| 3.2 | Elasticity of supply,,question-level,1,Foundation,qa-question-level/2-2-demand-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.2,| 3.2 | Elasticity of supply,,question-level,1,Foundation,qa-question-level/2-2-demand-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.2,| 3.2 | Elasticity of supply,,question-level,1,Standard,qa-question-level/2-2-demand-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.2,| 3.2 | Elasticity of supply,,question-level,1,Standard,qa-question-level/2-2-demand-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.2,| 3.2 | Elasticity of supply,,question-level,1,Standard,qa-question-level/2-2-demand-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.2,| 3.2 | Elasticity of supply,,question-level,1,Standard,qa-question-level/2-2-demand-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.2,| 3.2 | Elasticity of supply,,question-level,1,Challenge,qa-question-level/2-2-demand-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.2,| 3.2 | Elasticity of supply,,question-level,1,Challenge,qa-question-level/2-2-demand-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.2,| 3.2 | Elasticity of supply,,question-level,1,Challenge,qa-question-level/2-2-demand-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.3,"| 3.3 | Costs, revenue, and profit",,question-level,1,Foundation,qa-question-level/2-3-supply-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.3,"| 3.3 | Costs, revenue, and profit",,question-level,1,Foundation,qa-question-level/2-3-supply-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.3,"| 3.3 | Costs, revenue, and profit",,question-level,1,Standard,qa-question-level/2-3-supply-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.3,"| 3.3 | Costs, revenue, and profit",,question-level,1,Standard,qa-question-level/2-3-supply-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.3,"| 3.3 | Costs, revenue, and profit",,question-level,1,Standard,qa-question-level/2-3-supply-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.3,"| 3.3 | Costs, revenue, and profit",,question-level,1,Standard,qa-question-level/2-3-supply-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.3,"| 3.3 | Costs, revenue, and profit",,question-level,1,Challenge,qa-question-level/2-3-supply-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.3,"| 3.3 | Costs, revenue, and profit",,question-level,1,Challenge,qa-question-level/2-3-supply-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.3,"| 3.3 | Costs, revenue, and profit",,question-level,1,Challenge,qa-question-level/2-3-supply-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.4,| 3.6 | Role of government in correcting market failure,,question-level,1,Foundation,qa-question-level/2-4-market-equilibrium-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.4,| 3.6 | Role of government in correcting market failure,,question-level,1,Foundation,qa-question-level/2-4-market-equilibrium-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.4,| 3.6 | Role of government in correcting market failure,,question-level,1,Standard,qa-question-level/2-4-market-equilibrium-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.4,| 3.6 | Role of government in correcting market failure,,question-level,1,Standard,qa-question-level/2-4-market-equilibrium-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.4,| 3.6 | Role of government in correcting market failure,,question-level,1,Standard,qa-question-level/2-4-market-equilibrium-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.4,| 3.6 | Role of government in correcting market failure,,question-level,1,Standard,qa-question-level/2-4-market-equilibrium-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.4,| 3.6 | Role of government in correcting market failure,,question-level,1,Challenge,qa-question-level/2-4-market-equilibrium-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.4,| 3.6 | Role of government in correcting market failure,,question-level,1,Challenge,qa-question-level/2-4-market-equilibrium-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,2.4,| 3.6 | Role of government in correcting market failure,,question-level,1,Challenge,qa-question-level/2-4-market-equilibrium-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.1,"Elasticity of demand (price, income, cross)",,question-level,1,Foundation,qa-question-level/3-1-elasticity-of-demand-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.1,"Elasticity of demand (price, income, cross)",,question-level,1,Foundation,qa-question-level/3-1-elasticity-of-demand-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.1,"Elasticity of demand (price, income, cross)",,question-level,1,Standard,qa-question-level/3-1-elasticity-of-demand-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.1,"Elasticity of demand (price, income, cross)",,question-level,1,Standard,qa-question-level/3-1-elasticity-of-demand-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.1,"Elasticity of demand (price, income, cross)",,question-level,1,Standard,qa-question-level/3-1-elasticity-of-demand-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.1,"Elasticity of demand (price, income, cross)",,question-level,1,Standard,qa-question-level/3-1-elasticity-of-demand-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.1,"Elasticity of demand (price, income, cross)",,question-level,1,Challenge,qa-question-level/3-1-elasticity-of-demand-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.1,"Elasticity of demand (price, income, cross)",,question-level,1,Challenge,qa-question-level/3-1-elasticity-of-demand-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.1,"Elasticity of demand (price, income, cross)",,question-level,1,Challenge,qa-question-level/3-1-elasticity-of-demand-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.2,,,question-level,1,Foundation,qa-question-level/3-2-elasticity-of-supply-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.2,,,question-level,1,Foundation,qa-question-level/3-2-elasticity-of-supply-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.2,,,question-level,1,Standard,qa-question-level/3-2-elasticity-of-supply-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.2,,,question-level,1,Standard,qa-question-level/3-2-elasticity-of-supply-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.2,,,question-level,1,Standard,qa-question-level/3-2-elasticity-of-supply-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.2,,,question-level,1,Standard,qa-question-level/3-2-elasticity-of-supply-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.2,,,question-level,1,Challenge,qa-question-level/3-2-elasticity-of-supply-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.2,,,question-level,1,Challenge,qa-question-level/3-2-elasticity-of-supply-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.2,,,question-level,1,Challenge,qa-question-level/3-2-elasticity-of-supply-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.3,,,question-level,1,Foundation,qa-question-level/3-3-costs-revenue-and-profit-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.3,,,question-level,1,Foundation,qa-question-level/3-3-costs-revenue-and-profit-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.3,,,question-level,1,Standard,qa-question-level/3-3-costs-revenue-and-profit-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.3,,,question-level,1,Standard,qa-question-level/3-3-costs-revenue-and-profit-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.3,,,question-level,1,Standard,qa-question-level/3-3-costs-revenue-and-profit-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.3,,,question-level,1,Standard,qa-question-level/3-3-costs-revenue-and-profit-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.3,,,question-level,1,Challenge,qa-question-level/3-3-costs-revenue-and-profit-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.3,,,question-level,1,Challenge,qa-question-level/3-3-costs-revenue-and-profit-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.3,,,question-level,1,Challenge,qa-question-level/3-3-costs-revenue-and-profit-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.4,,,question-level,1,Foundation,qa-question-level/3-4-market-structure-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.4,,,question-level,1,Foundation,qa-question-level/3-4-market-structure-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.4,,,question-level,1,Standard,qa-question-level/3-4-market-structure-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.4,,,question-level,1,Standard,qa-question-level/3-4-market-structure-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.4,,,question-level,1,Standard,qa-question-level/3-4-market-structure-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.4,,,question-level,1,Standard,qa-question-level/3-4-market-structure-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.4,,,question-level,1,Challenge,qa-question-level/3-4-market-structure-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.4,,,question-level,1,Challenge,qa-question-level/3-4-market-structure-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.4,,,question-level,1,Challenge,qa-question-level/3-4-market-structure-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.5,,,question-level,1,Foundation,qa-question-level/3-5-market-failure-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.5,,,question-level,1,Foundation,qa-question-level/3-5-market-failure-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.5,,,question-level,1,Standard,qa-question-level/3-5-market-failure-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.5,,,question-level,1,Standard,qa-question-level/3-5-market-failure-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.5,,,question-level,1,Standard,qa-question-level/3-5-market-failure-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.5,,,question-level,1,Standard,qa-question-level/3-5-market-failure-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.5,,,question-level,1,Challenge,qa-question-level/3-5-market-failure-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.5,,,question-level,1,Challenge,qa-question-level/3-5-market-failure-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.5,,,question-level,1,Challenge,qa-question-level/3-5-market-failure-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.6,,,question-level,1,Foundation,qa-question-level/3-6-government-correcting-market-failure-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.6,,,question-level,1,Foundation,qa-question-level/3-6-government-correcting-market-failure-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.6,,,question-level,1,Standard,qa-question-level/3-6-government-correcting-market-failure-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.6,,,question-level,1,Standard,qa-question-level/3-6-government-correcting-market-failure-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.6,,,question-level,1,Standard,qa-question-level/3-6-government-correcting-market-failure-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.6,,,question-level,1,Standard,qa-question-level/3-6-government-correcting-market-failure-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.6,,,question-level,1,Challenge,qa-question-level/3-6-government-correcting-market-failure-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.6,,,question-level,1,Challenge,qa-question-level/3-6-government-correcting-market-failure-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,3.6,,,question-level,1,Challenge,qa-question-level/3-6-government-correcting-market-failure-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.1,"| 4.4 | Inflation: causes, effects, and measurement",,question-level,1,Foundation,qa-question-level/4-1-money-banking-and-financial-system-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.1,"| 4.4 | Inflation: causes, effects, and measurement",,question-level,1,Foundation,qa-question-level/4-1-money-banking-and-financial-system-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.1,"| 4.4 | Inflation: causes, effects, and measurement",,question-level,1,Standard,qa-question-level/4-1-money-banking-and-financial-system-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.1,"| 4.4 | Inflation: causes, effects, and measurement",,question-level,1,Standard,qa-question-level/4-1-money-banking-and-financial-system-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.1,"| 4.4 | Inflation: causes, effects, and measurement",,question-level,1,Standard,qa-question-level/4-1-money-banking-and-financial-system-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.1,"| 4.4 | Inflation: causes, effects, and measurement",,question-level,1,Standard,qa-question-level/4-1-money-banking-and-financial-system-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.1,"| 4.4 | Inflation: causes, effects, and measurement",,question-level,1,Challenge,qa-question-level/4-1-money-banking-and-financial-system-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.1,"| 4.4 | Inflation: causes, effects, and measurement",,question-level,1,Challenge,qa-question-level/4-1-money-banking-and-financial-system-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.1,"| 4.4 | Inflation: causes, effects, and measurement",,question-level,1,Challenge,qa-question-level/4-1-money-banking-and-financial-system-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.2,"| 4.5 | Unemployment: types, causes, and policies",,question-level,1,Foundation,qa-question-level/4-2-fiscal-policy-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.2,"| 4.5 | Unemployment: types, causes, and policies",,question-level,1,Foundation,qa-question-level/4-2-fiscal-policy-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.2,"| 4.5 | Unemployment: types, causes, and policies",,question-level,1,Standard,qa-question-level/4-2-fiscal-policy-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.2,"| 4.5 | Unemployment: types, causes, and policies",,question-level,1,Standard,qa-question-level/4-2-fiscal-policy-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.2,"| 4.5 | Unemployment: types, causes, and policies",,question-level,1,Standard,qa-question-level/4-2-fiscal-policy-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.2,"| 4.5 | Unemployment: types, causes, and policies",,question-level,1,Standard,qa-question-level/4-2-fiscal-policy-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.2,"| 4.5 | Unemployment: types, causes, and policies",,question-level,1,Challenge,qa-question-level/4-2-fiscal-policy-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.2,"| 4.5 | Unemployment: types, causes, and policies",,question-level,1,Challenge,qa-question-level/4-2-fiscal-policy-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.2,"| 4.5 | Unemployment: types, causes, and policies",,question-level,1,Challenge,qa-question-level/4-2-fiscal-policy-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.3,,,question-level,1,Foundation,qa-question-level/4-3-monetary-policy-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.3,,,question-level,1,Foundation,qa-question-level/4-3-monetary-policy-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.3,,,question-level,1,Standard,qa-question-level/4-3-monetary-policy-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.3,,,question-level,1,Standard,qa-question-level/4-3-monetary-policy-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.3,,,question-level,1,Standard,qa-question-level/4-3-monetary-policy-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.3,,,question-level,1,Standard,qa-question-level/4-3-monetary-policy-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.3,,,question-level,1,Challenge,qa-question-level/4-3-monetary-policy-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.3,,,question-level,1,Challenge,qa-question-level/4-3-monetary-policy-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.3,,,question-level,1,Challenge,qa-question-level/4-3-monetary-policy-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.4,,,question-level,1,Foundation,qa-question-level/4-4-inflation-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.4,,,question-level,1,Foundation,qa-question-level/4-4-inflation-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.4,,,question-level,1,Standard,qa-question-level/4-4-inflation-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.4,,,question-level,1,Standard,qa-question-level/4-4-inflation-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.4,,,question-level,1,Standard,qa-question-level/4-4-inflation-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.4,,,question-level,1,Standard,qa-question-level/4-4-inflation-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.4,,,question-level,1,Challenge,qa-question-level/4-4-inflation-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.4,,,question-level,1,Challenge,qa-question-level/4-4-inflation-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.4,,,question-level,1,Challenge,qa-question-level/4-4-inflation-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.5,,,question-level,1,Foundation,qa-question-level/4-5-unemployment-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.5,,,question-level,1,Foundation,qa-question-level/4-5-unemployment-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.5,,,question-level,1,Standard,qa-question-level/4-5-unemployment-q3.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.5,,,question-level,1,Standard,qa-question-level/4-5-unemployment-q4.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.5,,,question-level,1,Standard,qa-question-level/4-5-unemployment-q5.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.5,,,question-level,1,Standard,qa-question-level/4-5-unemployment-q6.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.5,,,question-level,1,Challenge,qa-question-level/4-5-unemployment-q7.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.5,,,question-level,1,Challenge,qa-question-level/4-5-unemployment-q8.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,4.5,,,question-level,1,Challenge,qa-question-level/4-5-unemployment-q9.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,5.1,| 5.3 | Strategies for development,,question-level,1,Foundation,qa-question-level/5-1-economic-growth-vs-development-q1.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,5.1,| 5.3 | Strategies for development,,question-level,1,Foundation,qa-question-level/5-1-economic-growth-vs-development-q2.md,imported,passed,qa-question-level
igcse-economics-0455,Economics,0455,5.1,| 5.3 | Strategies for development,,question-level,1,Standard,qa-question-level/5-1-economic-growth-vs-development-q3.md,imported,passed,qa-question-level
