topic_id,topic_name,unit,items_count,question_count,difficulty_mix,calculator_marked,status,notes
U12.1.3,Electric Power,U12,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 12 subtopic items
U12.2.1,Resistivity,U12,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 12 subtopic items
U12.2.2,Resistors in Series,U12,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 12 subtopic items
U12.2.3,Resistors in Parallel,U12,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 12 subtopic items
U12.3.1,Capacitors in Circuits,U12,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 12 subtopic items
U12.3.2,Energy Stored in a Capacitor,U12,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 12 subtopic items
U12.3.3,RC Circuits,U12,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 12 subtopic items
U12.4.1,Kirchhoff's Loop Rule,U12,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 12 subtopic items
U12.4.2,Kirchhoff's Loop Rule Applications,U12,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 12 subtopic items
U12.5.1,Kirchhoff's Junction Rule,U12,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 12 subtopic items
U12.5.2,Energy Conservation in Circuits,U12,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 12 subtopic items
U13.1.1,Magnetic Fields from Wires,U13,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 13 subtopic items
U13.1.2,Force on a Moving Charge,U13,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 13 subtopic items
U13.1.3,Force on a Current-Carrying Wire,U13,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 13 subtopic items
U13.2.1,Magnetic Dipole Moment,U13,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 13 subtopic items
U13.2.2,Paramagnetism and Diamagnetism,U13,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 13 subtopic items
U13.3.1,Scalar and Vector Fields,U13,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 13 subtopic items
U13.3.2,Field Superposition,U13,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 13 subtopic items
U13.4.1,Magnetic Field Patterns,U13,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 13 subtopic items
U13.5.1,Faraday's Law of Induction,U13,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 13 subtopic items
U13.5.2,Applications of EM Induction,U13,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 13 subtopic items
U13.5.3,Inductance and Self-Induction,U13,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 13 subtopic items
U14.1.1,Waves and EM Radiation,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U14.1.2,Wave Properties,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U14.1.3,Sound Waves,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U14.2.1,Wavelength and Frequency,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U14.2.2,Transverse and Longitudinal Waves,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U14.2.3,Wave Amplitude and Energy,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U14.2.4,Standing Waves,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U14.3.1,Superposition Principle,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U14.3.2,Young's Double-Slit Experiment,U14,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 14 subtopic items
U14.3.3,Single-Slit Diffraction,U14,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 14 subtopic items
U14.3.4,Thin-Film Interference,U14,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 14 subtopic items
U14.3.5,Diffraction Grating,U14,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 14 subtopic items
U14.3.6,Diffraction Circular Aperture,U14,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 14 subtopic items
U14.3.7,Huygens' Principle,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U14.4.1,Law of Reflection,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U14.4.2,Snell's Law,U14,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 14 subtopic items
U14.4.3,Total Internal Reflection,U14,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 14 subtopic items
U14.5.1,Plane Mirror Image Properties,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U14.5.2,Concave and Convex Mirrors,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U14.6.1,Convex Lens Basic Properties,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U14.6.2,Concave Lens Diverging,U14,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 14 subtopic items
U14.6.3,Magnification,U14,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 14 subtopic items
U15.1.1,Fundamental Forces,U15,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 15 subtopic items
U15.1.2,Nuclear Notation,U15,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 15 subtopic items
U15.2.1,Alpha Decay,U15,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 15 subtopic items
U15.2.2,Beta Decay,U15,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 15 subtopic items
U15.2.3,Half-Life,U15,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 15 subtopic items
U15.2.4,Gamma Decay,U15,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 15 subtopic items
U15.3.1,Photons and Quantum Energy,U15,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 15 subtopic items
U15.3.2,Photoelectric Effect,U15,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 15 subtopic items
U15.3.3,Compton Scattering,U15,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 15 subtopic items
U15.4.1,de Broglie Wavelength,U15,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 15 subtopic items
U15.4.2,Wave-Particle Duality,U15,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 15 subtopic items
U15.5.1,Bohr Model,U15,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 15 subtopic items
U15.5.2,Atomic Emission Spectra,U15,3,3,F:1|S:1|C:1,no,submitted_for_review,Unit 15 subtopic items
U15.5.3,Quantized Energy Levels,U15,3,3,F:1|S:1|C:1,yes,submitted_for_review,Unit 15 subtopic items
